,Res_Txn_Same,Ship_Res_Same,Time,Country of Transaction_United Kingdom,Shipping Address_United Kingdom,Country of Residence_United Kingdom,Entry Mode_PIN,Amount,Entry Mode_CVC,Entry Mode_Tap,Merchant Group_Children
66529,1.0,1.0,0.8260869565217391,1,1,1,1,0.5425,0,0,0
92279,1.0,1.0,0.7826086956521738,1,1,1,0,0.44,1,0,0
1272,1.0,1.0,0.30434782608695654,1,1,1,1,0.535,0,0,0
5223,1.0,1.0,0.9565217391304348,1,1,1,0,0.0475,0,1,0
48648,1.0,1.0,0.3913043478260869,1,1,1,1,0.535,0,0,1
89244,1.0,1.0,0.8695652173913043,1,1,1,0,0.0425,1,0,0
99724,0.0,0.0,0.6086956521739131,0,0,1,1,0.03,0,0,0
47788,1.0,1.0,0.8260869565217391,0,0,0,0,0.075,1,0,0
82230,0.0,0.0,0.5217391304347826,0,0,1,0,0.72,1,0,0
36735,1.0,1.0,0.4782608695652174,1,1,1,0,0.535,1,0,0
7474,1.0,1.0,0.34782608695652173,1,1,1,1,0.6625,0,0,1
66145,1.0,0.0,0.3913043478260869,1,0,1,1,1.0,0,0,0
99717,1.0,0.0,0.4782608695652174,0,1,0,0,0.07,1,0,1
89733,1.0,1.0,0.34782608695652173,0,0,0,1,0.055,0,0,1
60982,1.0,0.0,0.7826086956521738,1,0,1,1,0.4425,0,0,0
16041,0.0,0.0,0.08695652173913043,0,0,1,0,0.0375,1,0,1
60534,1.0,1.0,0.8260869565217391,1,1,1,0,0.515,1,0,0
97492,1.0,0.0,0.6956521739130435,1,0,1,0,0.0225,1,0,0
82850,1.0,1.0,0.3913043478260869,1,1,1,0,0.0425,0,1,0
93976,1.0,1.0,1.0,0,0,0,0,0.02,1,0,0
74008,1.0,1.0,0.6086956521739131,0,0,0,1,0.45,0,0,1
65925,1.0,1.0,0.6956521739130435,1,1,1,0,0.4,1,0,0
52588,1.0,1.0,0.6086956521739131,0,0,0,1,0.24,0,0,0
9080,1.0,0.0,0.6086956521739131,1,0,1,0,0.06,0,1,0
17635,0.0,0.0,0.4782608695652174,0,0,1,0,0.0725,1,0,0
73470,1.0,1.0,0.3913043478260869,1,1,1,1,0.855,0,0,0
80789,0.0,0.0,0.4782608695652174,0,0,1,0,0.03,0,1,0
35578,1.0,1.0,0.7826086956521738,1,1,1,0,0.025,1,0,0
62382,1.0,0.0,0.3913043478260869,1,0,1,1,0.7025,0,0,0
72285,1.0,1.0,0.8260869565217391,1,1,1,0,0.065,1,0,0
17392,1.0,1.0,0.4782608695652174,1,1,1,1,0.925,0,0,0
18067,1.0,1.0,0.34782608695652173,1,1,1,0,0.045,0,1,0
99980,1.0,1.0,0.8260869565217391,0,0,0,0,0.0675,0,1,0
3389,1.0,1.0,0.43478260869565216,0,0,0,1,0.0225,0,0,0
4448,1.0,1.0,0.4782608695652174,1,1,1,1,0.0675,0,0,0
39590,1.0,1.0,0.7391304347826086,1,1,1,0,0.0475,0,1,1
31563,1.0,1.0,0.7391304347826086,1,1,1,0,0.0325,1,0,1
27487,1.0,1.0,0.7826086956521738,1,1,1,0,0.7925,1,0,0
63165,1.0,0.0,0.7826086956521738,1,0,1,1,0.3675,0,0,0
51167,1.0,1.0,0.43478260869565216,1,1,1,0,0.1875,1,0,0
88799,1.0,1.0,0.8260869565217391,1,1,1,1,0.21,0,0,0
16322,1.0,1.0,0.7826086956521738,1,1,1,1,0.125,0,0,0
70280,1.0,1.0,0.34782608695652173,1,1,1,0,0.58,1,0,0
42617,1.0,1.0,1.0,1,1,1,0,0.0375,1,0,0
88656,1.0,1.0,0.4782608695652174,1,1,1,1,0.535,0,0,0
99576,1.0,1.0,0.43478260869565216,1,1,1,1,0.07,0,0,0
96516,1.0,0.0,0.7826086956521738,0,1,0,0,0.2525,1,0,1
70577,1.0,1.0,0.7391304347826086,1,1,1,0,0.0225,0,1,1
25140,1.0,1.0,0.4782608695652174,1,1,1,0,0.0825,1,0,0
40842,1.0,1.0,0.8695652173913043,1,1,1,1,0.0175,0,0,0
11956,1.0,0.0,0.7391304347826086,1,0,1,1,0.9825,0,0,0
20263,1.0,1.0,0.7391304347826086,1,1,1,0,0.0525,1,0,0
2596,1.0,1.0,0.5217391304347826,1,1,1,0,0.06,0,1,0
39035,1.0,1.0,0.7826086956521738,1,1,1,1,0.735,0,0,0
70258,0.0,0.0,0.9565217391304348,0,0,1,1,0.9725,0,0,0
3904,1.0,1.0,1.0,1,1,1,0,0.9275,1,0,0
79667,1.0,1.0,0.30434782608695654,1,1,1,1,0.19,0,0,0
8567,1.0,1.0,0.5652173913043478,1,1,1,0,0.9225,1,0,0
89012,1.0,1.0,1.0,1,1,1,0,0.0525,1,0,1
98391,1.0,0.0,0.7826086956521738,1,0,1,1,0.135,0,0,0
46086,1.0,1.0,0.3913043478260869,1,1,1,0,0.665,1,0,1
98565,1.0,1.0,0.6521739130434783,1,1,1,0,0.86,1,0,0
55030,1.0,1.0,0.8260869565217391,1,1,1,1,0.9525,0,0,0
26025,1.0,1.0,0.3913043478260869,1,1,1,1,0.0675,0,0,1
77291,1.0,1.0,0.6956521739130435,0,0,0,0,0.025,1,0,0
82193,1.0,1.0,0.8260869565217391,0,0,0,0,0.055,0,1,0
40604,1.0,1.0,0.5217391304347826,1,1,1,0,0.06,1,0,0
11683,1.0,1.0,0.9130434782608695,1,1,1,1,0.075,0,0,0
41223,1.0,1.0,0.7391304347826086,1,1,1,0,0.035,1,0,0
15514,0.0,0.0,0.7391304347826086,0,0,1,1,0.0575,0,0,0
20590,1.0,0.0,0.4782608695652174,1,0,1,1,0.0275,0,0,0
69729,1.0,1.0,0.7391304347826086,0,0,0,1,0.8475,0,0,1
71697,1.0,0.0,0.9565217391304348,1,0,1,1,0.105,0,0,0
4681,1.0,1.0,0.4782608695652174,0,0,0,0,0.055,1,0,0
1422,1.0,1.0,0.3913043478260869,1,1,1,0,0.5775,1,0,0
28261,0.0,0.0,0.9130434782608695,0,0,1,0,0.0275,0,1,0
38736,1.0,1.0,0.6956521739130435,1,1,1,1,0.3025,0,0,0
55700,1.0,0.0,0.13043478260869565,1,0,1,1,0.0425,0,0,0
89441,1.0,1.0,0.4782608695652174,1,1,1,1,0.63,0,0,0
25293,1.0,1.0,0.8695652173913043,1,1,1,1,0.0525,0,0,1
18408,1.0,0.0,0.5217391304347826,1,0,1,0,0.02,0,1,0
84727,1.0,1.0,0.5217391304347826,0,0,0,0,0.055,1,0,0
6847,1.0,1.0,0.9130434782608695,0,0,0,0,0.07,0,1,0
80514,1.0,1.0,1.0,0,0,0,1,0.71,0,0,0
53248,1.0,1.0,0.5652173913043478,1,1,1,0,0.0375,1,0,0
21500,1.0,1.0,0.43478260869565216,1,1,1,1,0.6975,0,0,0
99343,1.0,1.0,0.6521739130434783,1,1,1,0,0.715,1,0,0
17117,1.0,1.0,0.9130434782608695,1,1,1,0,0.245,1,0,1
91076,1.0,1.0,0.4782608695652174,0,0,0,1,0.0675,0,0,0
64174,1.0,0.0,0.34782608695652173,1,0,1,0,0.0175,1,0,0
43187,1.0,1.0,0.9130434782608695,1,1,1,1,0.7575000000000001,0,0,0
71367,1.0,0.0,0.7391304347826086,1,0,1,0,0.0475,0,1,0
38045,1.0,1.0,0.8260869565217391,1,1,1,1,0.7025,0,0,0
67655,1.0,1.0,0.34782608695652173,1,1,1,1,0.43,0,0,0
16825,1.0,1.0,0.3913043478260869,0,0,0,0,0.0725,1,0,0
16,0.0,0.0,0.0,0,0,1,0,0.0625,1,0,0
22330,1.0,0.0,0.5217391304347826,0,1,0,1,0.0175,0,0,1
7845,1.0,1.0,0.7391304347826086,0,0,0,1,0.065,0,0,0
11966,1.0,1.0,0.9130434782608695,1,1,1,0,0.0475,1,0,0
53595,0.0,0.0,0.0,0,0,1,1,0.0675,0,0,0
71259,1.0,1.0,0.30434782608695654,1,1,1,0,0.015,1,0,1
29723,1.0,0.0,0.6521739130434783,1,0,1,0,0.395,1,0,0
39731,1.0,1.0,0.7391304347826086,1,1,1,0,0.0175,0,1,0
59247,1.0,1.0,0.5217391304347826,0,0,0,0,0.5475,1,0,0
83168,1.0,1.0,0.9565217391304348,1,1,1,1,0.8,0,0,0
39545,1.0,1.0,0.8695652173913043,1,1,1,1,0.075,0,0,0
82312,1.0,1.0,0.6086956521739131,1,1,1,0,0.40750000000000003,1,0,0
31980,1.0,1.0,0.9130434782608695,1,1,1,1,0.0275,0,0,1
56027,1.0,1.0,0.9130434782608695,0,0,0,0,0.0725,0,1,0
79497,1.0,1.0,0.4782608695652174,1,1,1,1,0.1475,0,0,0
27462,1.0,1.0,0.7391304347826086,0,0,0,0,0.4175,1,0,0
57215,1.0,1.0,0.7391304347826086,1,1,1,0,0.0475,0,1,0
38044,1.0,1.0,0.5217391304347826,1,1,1,0,0.635,1,0,0
67517,1.0,0.0,0.43478260869565216,1,0,1,1,0.0575,0,0,0
1709,1.0,1.0,0.5217391304347826,1,1,1,1,0.05,0,0,0
32410,1.0,0.0,0.08695652173913043,1,0,1,0,0.055,1,0,0
57418,0.0,0.0,0.7826086956521738,0,0,1,1,0.14250000000000002,0,0,0
20872,1.0,1.0,0.4782608695652174,1,1,1,1,0.015,0,0,0
93406,1.0,1.0,0.4782608695652174,0,0,0,0,0.5925,1,0,0
33857,1.0,1.0,0.43478260869565216,1,1,1,0,0.045,0,1,0
45987,1.0,1.0,0.30434782608695654,1,1,1,1,0.6075,0,0,0
5295,1.0,0.0,0.8260869565217391,1,0,1,1,0.52,0,0,0
36218,1.0,1.0,0.8260869565217391,1,1,1,0,0.05,1,0,0
99511,0.0,0.0,0.8695652173913043,0,0,1,0,0.0125,0,1,0
89764,1.0,1.0,0.6086956521739131,1,1,1,1,0.5725,0,0,0
80100,1.0,1.0,0.5652173913043478,1,1,1,1,0.4025,0,0,1
69320,1.0,1.0,0.7826086956521738,1,1,1,0,0.14,1,0,0
54988,1.0,1.0,0.8695652173913043,1,1,1,0,0.03,0,1,0
47375,1.0,0.0,0.6956521739130435,1,0,1,1,0.05,0,0,1
28262,1.0,1.0,0.5217391304347826,1,1,1,1,0.52,0,0,0
83349,1.0,1.0,0.6086956521739131,1,1,1,0,0.45,1,0,1
24305,1.0,1.0,0.3913043478260869,1,1,1,0,0.07,1,0,0
18253,1.0,0.0,0.9565217391304348,1,0,1,0,0.02,0,1,0
33862,1.0,1.0,0.7391304347826086,0,0,0,0,0.055,1,0,1
67361,1.0,1.0,0.34782608695652173,1,1,1,0,0.0475,0,1,0
72739,1.0,1.0,0.6956521739130435,1,1,1,1,0.0225,0,0,0
9312,1.0,1.0,0.5217391304347826,0,0,0,1,0.85,0,0,0
229,1.0,1.0,0.4782608695652174,1,1,1,0,0.0625,0,1,0
75489,1.0,1.0,0.7826086956521738,1,1,1,0,0.315,1,0,1
24354,1.0,1.0,0.8260869565217391,1,1,1,1,0.65,0,0,0
76975,1.0,1.0,0.9565217391304348,1,1,1,0,0.5625,1,0,0
70661,1.0,1.0,0.4782608695652174,1,1,1,0,0.6900000000000001,1,0,0
47722,1.0,1.0,0.7826086956521738,1,1,1,0,0.0175,0,1,0
40573,0.0,0.0,0.4782608695652174,0,0,1,1,0.3225,0,0,0
56341,1.0,1.0,0.7826086956521738,0,0,0,1,0.02,0,0,0
7013,1.0,1.0,0.7391304347826086,0,0,0,0,0.06,0,1,0
10550,1.0,1.0,0.8695652173913043,1,1,1,0,0.0625,0,1,0
86956,1.0,1.0,0.9130434782608695,0,0,0,0,0.0625,0,1,0
19230,1.0,1.0,0.9565217391304348,0,0,0,0,0.40750000000000003,1,0,0
80024,1.0,1.0,0.9565217391304348,1,1,1,0,0.065,0,1,0
76189,1.0,1.0,0.5652173913043478,1,1,1,1,0.855,0,0,0
19536,1.0,1.0,0.8260869565217391,1,1,1,0,0.0475,0,1,0
9838,1.0,1.0,0.6086956521739131,1,1,1,1,0.42,0,0,0
76945,1.0,1.0,0.9130434782608695,1,1,1,0,0.065,0,1,0
17567,1.0,1.0,0.9130434782608695,1,1,1,1,0.0225,0,0,0
3076,1.0,1.0,0.7391304347826086,0,0,0,1,0.0375,0,0,1
33772,1.0,1.0,0.7391304347826086,1,1,1,0,0.0625,0,1,0
14363,1.0,1.0,0.5652173913043478,1,1,1,0,0.2775,1,0,0
15146,1.0,1.0,0.7826086956521738,0,0,0,0,0.02,0,1,0
16204,1.0,1.0,0.5217391304347826,1,1,1,0,0.0725,1,0,0
78396,1.0,1.0,0.9130434782608695,1,1,1,0,0.05,0,1,0
21182,1.0,1.0,0.6521739130434783,1,1,1,1,0.0425,0,0,0
99649,1.0,1.0,0.6956521739130435,1,1,1,0,0.065,0,1,0
57023,0.0,0.0,0.30434782608695654,0,0,1,0,0.0625,1,0,0
66116,1.0,1.0,0.7826086956521738,1,1,1,0,0.0275,1,0,0
1798,1.0,1.0,0.8695652173913043,0,0,0,1,0.18,0,0,0
1759,1.0,1.0,0.43478260869565216,0,0,0,1,0.745,0,0,0
62239,1.0,1.0,0.34782608695652173,1,1,1,1,0.11750000000000001,0,0,0
6294,1.0,1.0,0.34782608695652173,1,1,1,1,0.0825,0,0,0
30281,1.0,1.0,0.8260869565217391,0,0,0,0,0.0275,1,0,0
93675,0.0,0.0,0.5652173913043478,0,0,1,1,0.555,0,0,0
51079,1.0,1.0,0.9130434782608695,1,1,1,0,0.03,1,0,0
4289,0.0,0.0,0.3913043478260869,0,0,1,0,0.0725,0,1,0
64313,1.0,1.0,0.5652173913043478,1,1,1,1,0.58,0,0,0
14988,0.0,0.0,0.30434782608695654,0,0,1,1,0.0325,0,0,0
44891,1.0,1.0,0.30434782608695654,0,0,0,0,0.0625,1,0,0
97016,1.0,0.0,0.3913043478260869,1,0,1,1,0.8925000000000001,0,0,0
91639,0.0,0.0,0.17391304347826086,0,0,1,1,0.025,0,0,0
93178,1.0,1.0,0.6086956521739131,1,1,1,0,0.79,1,0,0
92238,1.0,0.0,0.6956521739130435,1,0,1,1,0.03,0,0,0
79313,1.0,1.0,0.6521739130434783,1,1,1,0,0.9125,1,0,0
41822,1.0,0.0,0.4782608695652174,1,0,1,0,0.0325,1,0,0
20520,1.0,1.0,0.34782608695652173,1,1,1,0,0.045,1,0,0
45252,1.0,1.0,0.6956521739130435,1,1,1,1,0.1475,0,0,0
9861,1.0,1.0,0.7826086956521738,0,0,0,1,0.0275,0,0,0
34089,1.0,1.0,0.8260869565217391,1,1,1,1,1.0,0,0,0
39172,1.0,1.0,0.8260869565217391,0,0,0,0,0.0725,0,1,0
28909,1.0,1.0,0.43478260869565216,1,1,1,0,0.0375,1,0,0
24197,1.0,1.0,0.8260869565217391,1,1,1,1,0.02,0,0,1
22224,1.0,1.0,0.6521739130434783,0,0,0,0,0.06,1,0,0
96323,1.0,1.0,0.6086956521739131,1,1,1,0,0.015,1,0,0
49838,1.0,1.0,0.5217391304347826,1,1,1,0,0.23750000000000002,1,0,0
97551,1.0,1.0,0.6956521739130435,0,0,0,0,0.015,1,0,0
99086,1.0,1.0,0.9565217391304348,0,0,0,1,0.55,0,0,0
72610,1.0,1.0,0.7391304347826086,1,1,1,1,0.3375,0,0,0
18520,1.0,0.0,0.5217391304347826,1,0,1,0,0.0725,1,0,0
52513,1.0,1.0,0.6086956521739131,0,0,0,1,0.07,0,0,0
58118,1.0,1.0,0.7391304347826086,1,1,1,1,0.0275,0,0,0
22911,1.0,1.0,0.5217391304347826,1,1,1,1,0.02,0,0,0
19482,1.0,0.0,0.34782608695652173,1,0,1,0,0.0475,0,1,0
19290,1.0,1.0,0.6956521739130435,1,1,1,0,0.0475,1,0,1
40205,1.0,1.0,0.43478260869565216,0,0,0,0,0.045,1,0,1
48056,1.0,1.0,0.8260869565217391,1,1,1,1,0.84,0,0,0
17124,1.0,1.0,0.34782608695652173,1,1,1,0,0.7975,1,0,0
19030,1.0,1.0,1.0,0,0,0,0,0.465,1,0,0
13373,1.0,1.0,0.7826086956521738,1,1,1,1,0.4325,0,0,0
45382,1.0,1.0,0.5217391304347826,0,0,0,0,0.0575,1,0,0
84638,1.0,1.0,0.34782608695652173,0,0,0,1,0.0525,0,0,0
10186,1.0,1.0,0.34782608695652173,1,1,1,1,0.4225,0,0,0
32273,1.0,1.0,0.6086956521739131,1,1,1,1,0.8125,0,0,0
86428,1.0,1.0,0.9130434782608695,0,0,0,1,0.5125,0,0,0
39107,0.0,0.0,0.9565217391304348,0,0,1,1,0.04,0,0,0
38581,1.0,1.0,0.8260869565217391,0,0,0,0,0.05,1,0,0
42896,1.0,1.0,0.3913043478260869,1,1,1,1,0.3125,0,0,0
80800,1.0,1.0,0.3913043478260869,0,0,0,0,0.28500000000000003,1,0,0
6104,1.0,1.0,0.3913043478260869,1,1,1,0,0.73,1,0,0
36053,1.0,1.0,0.4782608695652174,0,0,0,1,0.6725,0,0,0
40048,1.0,1.0,0.8695652173913043,1,1,1,1,0.0525,0,0,0
1270,1.0,1.0,0.30434782608695654,0,0,0,1,0.72,0,0,0
23042,0.0,0.0,0.5652173913043478,0,0,1,0,0.015,1,0,0
97354,1.0,1.0,0.9565217391304348,1,1,1,1,0.3075,0,0,0
1011,1.0,1.0,0.9565217391304348,1,1,1,1,0.9025,0,0,0
19862,1.0,1.0,0.6956521739130435,0,0,0,1,0.0375,0,0,0
62233,1.0,1.0,0.8695652173913043,1,1,1,0,0.9400000000000001,1,0,0
87023,1.0,0.0,0.5652173913043478,1,0,1,0,0.2425,1,0,0
81810,1.0,1.0,1.0,1,1,1,1,0.07,0,0,0
6595,1.0,1.0,0.34782608695652173,1,1,1,0,0.07,1,0,0
83150,1.0,1.0,0.6521739130434783,0,0,0,1,0.6225,0,0,1
96533,1.0,1.0,0.4782608695652174,0,0,0,0,0.015,1,0,0
54283,1.0,1.0,0.5652173913043478,1,1,1,0,0.0525,0,1,0
97794,1.0,1.0,0.9130434782608695,1,1,1,1,0.47750000000000004,0,0,0
85075,1.0,1.0,0.6086956521739131,1,1,1,0,0.615,1,0,0
25347,0.0,0.0,0.0,0,0,1,1,0.9625,0,0,0
94236,1.0,1.0,0.43478260869565216,0,0,0,0,0.7175,1,0,0
68564,1.0,1.0,0.5652173913043478,1,1,1,1,0.9450000000000001,0,0,0
31184,1.0,1.0,0.3913043478260869,1,1,1,0,0.035,0,1,0
53387,1.0,1.0,0.6521739130434783,1,1,1,1,0.99,0,0,1
7738,1.0,1.0,0.3913043478260869,1,1,1,0,0.5725,1,0,0
67755,0.0,0.0,0.6086956521739131,0,0,1,0,0.925,1,0,0
93078,1.0,1.0,0.6086956521739131,1,1,1,1,0.47250000000000003,0,0,0
10623,1.0,0.0,0.9565217391304348,1,0,1,0,0.03,1,0,0
48835,1.0,1.0,0.9130434782608695,0,0,0,0,0.3225,1,0,0
13712,1.0,1.0,0.7826086956521738,1,1,1,0,0.34,1,0,0
26660,1.0,1.0,0.3913043478260869,0,0,0,1,0.865,0,0,0
7708,1.0,0.0,0.0,1,0,1,0,0.02,1,0,0
67914,1.0,1.0,0.5217391304347826,0,0,0,1,0.7625000000000001,0,0,0
82279,1.0,0.0,0.8260869565217391,1,0,1,0,0.0675,1,0,0
73736,1.0,1.0,0.34782608695652173,1,1,1,0,0.52,1,0,0
35564,1.0,0.0,0.43478260869565216,1,0,1,1,0.22,0,0,0
39882,1.0,1.0,0.8695652173913043,1,1,1,0,0.0575,1,0,0
18830,1.0,1.0,1.0,1,1,1,1,0.1825,0,0,1
60208,1.0,1.0,1.0,1,1,1,1,0.23500000000000001,0,0,1
57396,1.0,1.0,0.9130434782608695,1,1,1,1,0.74,0,0,0
81566,1.0,1.0,0.6521739130434783,1,1,1,0,0.03,0,1,0
38898,1.0,1.0,0.8695652173913043,1,1,1,1,0.8525,0,0,0
18006,1.0,1.0,0.30434782608695654,0,0,0,1,0.725,0,0,0
78706,1.0,0.0,0.34782608695652173,1,0,1,0,0.0175,1,0,0
77472,1.0,0.0,0.4782608695652174,1,0,1,1,0.045,0,0,0
45776,1.0,0.0,0.5652173913043478,1,0,1,1,0.0425,0,0,0
37183,1.0,1.0,0.34782608695652173,1,1,1,0,0.07,0,1,0
83207,1.0,1.0,0.6086956521739131,1,1,1,1,0.35000000000000003,0,0,0
81766,1.0,0.0,0.6956521739130435,1,0,1,1,0.0675,0,0,1
78084,1.0,1.0,0.6956521739130435,1,1,1,0,0.0525,0,1,0
75676,1.0,1.0,0.30434782608695654,0,0,0,1,0.065,0,0,0
49612,1.0,1.0,0.7826086956521738,1,1,1,0,0.04,0,1,0
52461,0.0,0.0,0.7391304347826086,0,0,1,1,0.03,0,0,0
20921,1.0,1.0,0.43478260869565216,0,0,0,1,0.655,0,0,0
51603,1.0,1.0,0.4782608695652174,0,0,0,0,0.0475,0,1,0
34973,1.0,1.0,0.30434782608695654,1,1,1,0,0.015,0,1,0
89834,1.0,1.0,0.9130434782608695,1,1,1,0,0.0475,1,0,0
14514,1.0,1.0,0.6086956521739131,1,1,1,0,0.07,1,0,0
17418,0.0,0.0,0.9130434782608695,0,0,1,1,0.8325,0,0,0
89358,0.0,0.0,0.0,0,0,1,0,0.0675,1,0,0
40127,1.0,1.0,0.43478260869565216,0,0,0,0,0.0425,1,0,0
39369,1.0,1.0,0.8260869565217391,1,1,1,1,0.0325,0,0,0
4490,0.0,0.0,0.9565217391304348,0,0,1,1,0.1825,0,0,0
70204,1.0,1.0,0.6956521739130435,1,1,1,0,0.075,1,0,0
45600,0.0,0.0,0.7391304347826086,0,0,1,1,0.7825,0,0,1
43236,1.0,0.0,0.2608695652173913,1,0,1,0,0.02,1,0,0
27439,1.0,0.0,0.5217391304347826,1,0,1,1,0.2775,0,0,0
3305,1.0,1.0,0.30434782608695654,0,0,0,0,0.03,1,0,0
49341,1.0,0.0,0.5652173913043478,1,0,1,1,0.4575,0,0,0
99182,0.0,0.0,0.13043478260869565,0,0,1,0,0.05,0,1,0
49289,1.0,1.0,0.6521739130434783,1,1,1,1,0.4625,0,0,0
72476,1.0,1.0,1.0,1,1,1,1,0.0675,0,0,0
20047,1.0,1.0,0.9565217391304348,1,1,1,1,0.0325,0,0,0
98724,0.0,0.0,0.0,0,0,1,1,0.055,0,0,0
39942,1.0,1.0,0.7391304347826086,0,0,0,1,0.28,0,0,0
63344,1.0,1.0,0.9565217391304348,1,1,1,1,0.6950000000000001,0,0,0
20150,1.0,0.0,0.30434782608695654,1,0,1,0,0.0575,0,1,0
75792,1.0,1.0,0.34782608695652173,1,1,1,0,0.2775,1,0,0
10782,1.0,1.0,0.6086956521739131,0,0,0,0,0.015,0,1,1
17858,1.0,1.0,0.6956521739130435,1,1,1,1,0.075,0,0,1
90021,1.0,1.0,0.30434782608695654,1,1,1,0,0.0625,1,0,0
97752,1.0,1.0,0.9130434782608695,1,1,1,1,0.0375,0,0,0
88676,1.0,0.0,0.9565217391304348,1,0,1,0,0.0625,1,0,0
8736,1.0,1.0,0.6086956521739131,1,1,1,0,0.0475,0,1,0
47098,1.0,1.0,0.9565217391304348,1,1,1,1,0.605,0,0,0
20892,1.0,1.0,0.6956521739130435,0,0,0,1,0.595,0,0,0
23051,1.0,1.0,0.34782608695652173,1,1,1,0,0.045,0,1,0
17996,1.0,1.0,0.43478260869565216,1,1,1,0,0.0575,0,1,0
10220,1.0,0.0,0.8260869565217391,1,0,1,1,0.87,0,0,0
13355,1.0,0.0,0.6956521739130435,0,1,0,0,0.0125,0,1,0
81310,1.0,1.0,0.9565217391304348,1,1,1,1,0.0525,0,0,0
10555,1.0,1.0,0.30434782608695654,1,1,1,0,0.385,1,0,0
92570,1.0,1.0,0.6521739130434783,0,0,0,1,0.0475,0,0,0
97493,1.0,0.0,0.8695652173913043,1,0,1,1,0.0425,0,0,0
38269,0.0,0.0,0.6521739130434783,0,0,1,1,0.4425,0,0,0
24622,1.0,1.0,0.9130434782608695,0,0,0,1,0.015,0,0,1
27048,1.0,1.0,0.3913043478260869,0,0,0,0,0.0725,0,1,0
75144,1.0,1.0,0.9565217391304348,1,1,1,0,0.0575,0,1,0
60165,1.0,1.0,0.5652173913043478,0,0,0,1,0.05,0,0,0
95326,1.0,1.0,0.30434782608695654,1,1,1,0,0.0375,1,0,0
18030,1.0,1.0,0.34782608695652173,1,1,1,1,0.04,0,0,0
4634,1.0,1.0,0.4782608695652174,1,1,1,1,0.78,0,0,0
69553,0.0,0.0,0.13043478260869565,0,0,1,0,0.045,1,0,0
48412,1.0,1.0,0.5217391304347826,1,1,1,1,0.895,0,0,0
26484,1.0,1.0,0.8260869565217391,1,1,1,0,0.05,0,1,0
18053,1.0,1.0,0.7826086956521738,1,1,1,0,0.015,1,0,0
76636,1.0,1.0,0.6956521739130435,1,1,1,1,0.49,0,0,0
67099,1.0,1.0,0.34782608695652173,1,1,1,0,0.05,0,1,0
95653,1.0,1.0,0.43478260869565216,1,1,1,1,0.8025,0,0,0
70358,1.0,0.0,0.43478260869565216,1,0,1,1,0.1275,0,0,0
48888,1.0,1.0,0.3913043478260869,1,1,1,0,0.9725,1,0,0
79477,1.0,1.0,0.30434782608695654,1,1,1,0,0.0575,1,0,0
29589,1.0,1.0,0.30434782608695654,0,0,0,1,0.015,0,0,0
98501,1.0,1.0,0.8260869565217391,1,1,1,0,0.5375,1,0,0
56425,1.0,1.0,1.0,0,0,0,1,0.02,0,0,0
73155,1.0,1.0,0.6521739130434783,1,1,1,0,0.135,1,0,0
7669,1.0,0.0,0.4782608695652174,1,0,1,0,0.025,1,0,0
72433,1.0,1.0,0.8695652173913043,0,0,0,1,0.0325,0,0,0
194,1.0,1.0,0.9130434782608695,1,1,1,1,0.985,0,0,0
60015,1.0,1.0,0.34782608695652173,1,1,1,0,0.495,1,0,0
69010,1.0,1.0,0.6956521739130435,1,1,1,0,0.6725,1,0,0
42580,1.0,1.0,0.8695652173913043,1,1,1,0,0.0325,1,0,1
57730,0.0,0.0,0.9565217391304348,0,0,1,0,0.025,0,1,0
44501,1.0,1.0,0.3913043478260869,1,1,1,1,0.07,0,0,0
44405,1.0,1.0,0.3913043478260869,1,1,1,0,0.6900000000000001,1,0,0
12875,1.0,0.0,0.13043478260869565,1,0,1,1,0.0675,0,0,0
94017,1.0,0.0,0.13043478260869565,1,0,1,0,0.05,1,0,0
76586,1.0,0.0,0.6086956521739131,1,0,1,0,0.17500000000000002,1,0,1
43576,1.0,1.0,0.7391304347826086,1,1,1,1,0.905,0,0,0
87368,0.0,0.0,0.13043478260869565,0,0,1,0,0.0125,0,1,0
8775,1.0,1.0,0.30434782608695654,1,1,1,0,0.055,1,0,0
89239,1.0,1.0,0.4782608695652174,1,1,1,0,0.07,1,0,0
62573,0.0,0.0,0.8695652173913043,0,0,1,0,0.0125,0,1,0
15373,1.0,1.0,0.7826086956521738,0,0,0,1,0.9825,0,0,0
52145,1.0,1.0,0.34782608695652173,1,1,1,1,0.9925,0,0,0
24793,1.0,1.0,0.5217391304347826,1,1,1,0,0.985,1,0,0
29936,1.0,1.0,0.5652173913043478,1,1,1,0,0.03,0,1,0
21322,1.0,1.0,0.8260869565217391,1,1,1,1,0.395,0,0,0
92053,1.0,1.0,0.3913043478260869,1,1,1,0,0.0175,1,0,0
89134,0.0,0.0,0.8695652173913043,0,0,1,0,0.3425,1,0,1
2386,1.0,1.0,0.43478260869565216,1,1,1,0,0.0125,1,0,0
77865,1.0,1.0,0.6521739130434783,1,1,1,0,0.0425,1,0,0
67654,0.0,0.0,0.17391304347826086,0,0,1,0,0.3925,1,0,0
93970,1.0,0.0,0.0,1,0,1,0,0.06,1,0,1
99085,1.0,0.0,0.34782608695652173,1,0,1,0,0.0825,1,0,0
11179,1.0,1.0,0.8695652173913043,0,0,0,1,0.62,0,0,0
25639,1.0,1.0,0.6086956521739131,1,1,1,0,0.05,1,0,0
